sample_id,user_id,age,gender,user_tag,initial_need,date,time,hour,weekday,date_type,time_slot,place_type,activity_state,heart_rate_zone,heart_rate_bpm,heart_rate_trend,sleep_minutes_last_night,sleep_quality,recent_workout_minutes_24h,breathing_rate,steps_last_10min,weather,light_lux,light_class,noise_db,noise_class,bluetooth,network,calendar_title,calendar_start_time,calendar_location,calendar_note,app_event,dwell_time_sec,next_action,user_correction_from,user_correction_to,multiday_consistency,conflict_flag,conflict_reason,confusable_group,ground_truth,ground_truth_id,gt_confidence,context_text,app_event_available,calendar_available,original_place_type,place_type_available,place_type_quality,place_type_confidence,activity_state_available,heart_rate_available,heart_rate_quality,sleep_available,signal_availability_profile
s00380,user_06,31,男性,母婴用户,家庭睡眠照护,2026-05-18,00:39,0,周一,工作日,凌晨,住宅区,任意,任意,,,359,好,,14,,小雨,110,室内柔光,44,安静,家用音响,无网络,,,,,,6590,调低音量,,,0.588,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.92,周一 凌晨 00:39，地点类型=住宅区，运动状态=任意，心率=任意，天气=小雨，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=无网络，信号完整度=medium,0,0,住宅区,1,exact_or_good_mapping,0.85,0,0,missing,1,medium
s00203,user_04,20,男性,学生,学习专注,2026-05-12,09:40,9,周二,工作日,上午,酒店,静止,任意,,,556,好,3,21,7,晴,131,室内柔光,54,普通,耳机,蜂窝数据,,,,,,2981,继续播放,,,0.304,False,,图书馆/专注/阅读,专注,5,0.92,周二 上午 09:40，地点类型=酒店，运动状态=静止，心率=任意，天气=晴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，信号完整度=rich,0,0,住宅区,1,noisy_mapping,0.35,1,0,missing,1,rich
s00115,user_16,18,女性,学生,学习专注,2026-05-21,19:00,19,周四,工作日,晚上,酒店,高速,静息,99,上升,,,72,,1828,多云,643,明亮,60,普通,耳机,wifi,,,,,健身记录开始,1719,调低音量,,,0.33,False,,健身/跑步,健身,2,0.92,周四 晚上 19:00，地点类型=酒店，运动状态=高速，心率=静息，天气=多云，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，后续事件=健身记录开始，信号完整度=rich,1,0,酒店,1,exact_or_good_mapping,0.85,1,1,stale_before_activity,0,rich
s00398,user_11,35,女性,母婴用户,家庭睡眠照护,2026-05-06,14:50,14,周三,工作日,下午,写字楼,静止,稍高,101,稳定,530,差,21,17,70,阴,40,暗光,33,安静,家用音响,wifi,,,,,,10295,发起导航,,,0.442,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.92,周三 下午 14:50，地点类型=写字楼，运动状态=静止，心率=稍高，天气=阴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=rich,0,0,酒店,1,noisy_mapping,0.35,1,1,available,1,rich
s00479,user_06,37,女性,养宠物,陪伴和放松,2026-05-11,08:16,8,周一,工作日,早晨,户外,慢速,稍高,96,上升,,,18,,225,小雨,409,明亮,61,普通,家用音响,wifi,,,,,,1790,调低音量,,,0.398,False,,人群专属,宠物陪伴,11,0.92,周一 早晨 08:16，地点类型=户外，运动状态=慢速，心率=稍高，天气=小雨，光线=明亮，噪音=普通，蓝牙=家用音响，网络=wifi，信号完整度=rich,0,0,户外,1,exact_or_good_mapping,0.85,1,1,available,0,rich
s00543,user_23,39,男性,养宠物,陪伴和放松,2026-05-06,14:19,14,周三,工作日,下午,住宅区,静止,静息,71,稳定,517,好,7,10,18,阴,26,暗光,42,安静,家用音响,wifi,,,,,屏幕熄灭后持续播放,123,切歌,胎教,睡午觉,0.912,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.82,周三 下午 14:19，地点类型=住宅区，运动状态=静止，心率=静息，天气=阴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，后续事件=屏幕熄灭后持续播放，信号完整度=rich,1,0,住宅区,1,exact_or_good_mapping,0.85,1,1,available,1,rich
s00567,user_05,32,男性,养宠物,陪伴和放松,2026-04-20,19:53,19,周一,工作日,晚上,任意,任意,任意,,,494,一般,,11,,晴,7848,强光,50,普通,耳机,蜂窝数据,,,,,运动记录开始,1528,调低音量,,,0.635,False,,健身/跑步,跑步,14,0.92,周一 晚上 19:53，地点类型=任意，运动状态=任意，心率=任意，天气=晴，光线=强光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，后续事件=运动记录开始，信号完整度=medium,1,0,公园,0,noisy_mapping,0.10,0,0,missing,1,medium
s00603,user_08,35,男性,任意,日常音乐推荐,2026-05-07,08:30,8,周四,工作日,早晨,户外,静止,稍高,97,下降,260,一般,10,10,37,多云,490,明亮,36,安静,耳机,wifi,拉伸,2026-05-07 08:30,公园,拉伸,,98,切歌,胎教,瑜伽,0.379,False,,瑜伽/冥想,瑜伽,15,0.82,周四 早晨 08:30，地点类型=户外，运动状态=静止，心率=稍高，天气=多云，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，日历=拉伸，信号完整度=rich,0,1,公园,1,noisy_mapping,0.35,1,1,available,1,rich
s00435,user_02,34,女性,女性,情绪和身体舒缓,2026-05-17,09:43,9,周日,周末,上午,公园,静止,稍高,87,上升,457,好,19,16,60,阴,544,明亮,33,安静,耳机,wifi,,,,,,155,调低音量,放松,胎教,0.506,False,,人群专属,胎教,10,0.82,周日 上午 09:43，地点类型=公园，运动状态=静止，心率=稍高，天气=阴，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,公园,1,exact_or_good_mapping,0.85,1,1,available,1,rich
s00133,user_13,21,女性,学生,学习专注,2026-05-16,18:30,18,周六,周末,晚上,在途,静止,任意,,,,,24,,22,多云,617,明亮,82,嘈杂,车载蓝牙,蜂窝数据,,,,,地图导航开始,2067,发起导航,,,0.751,False,,通勤,通勤,3,0.92,周六 晚上 18:30，地点类型=在途，运动状态=静止，心率=任意，天气=多云，光线=明亮，噪音=嘈杂，蓝牙=车载蓝牙，网络=蜂窝数据，后续事件=地图导航开始，信号完整度=rich,1,0,在途,1,exact_or_good_mapping,0.85,1,0,missing,0,rich
s00700,user_12,25,女性,养宠物,陪伴和放松,2026-05-17,23:14,23,周日,周末,深夜,住宅区,静止,波动,133,下降,,,32,,79,小雨,13,暗光,37,安静,耳机,wifi,,,,,,3410,继续播放,,,0.779,False,,放松/减压/深夜EMO,深夜EMO,17,0.92,周日 深夜 23:14，地点类型=住宅区，运动状态=静止，心率=波动，天气=小雨，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,1,1,available,0,rich
s00462,user_18,36,女性,养宠物,陪伴和放松,2026-05-08,07:41,7,周五,工作日,早晨,住宅区,慢速,静息,74,稳定,281,好,28,12,300,小雨,980,明亮,55,普通,家用音响,wifi,,,,,,75,收藏,健身,宠物陪伴,0.395,False,,人群专属,宠物陪伴,11,0.82,周五 早晨 07:41，地点类型=住宅区，运动状态=慢速，心率=静息，天气=小雨，光线=明亮，噪音=普通，蓝牙=家用音响，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,1,1,available,1,rich
s00074,user_03,26,女性,母婴用户,家庭睡眠照护,2026-05-13,20:34,20,周三,工作日,晚上,商场,任意,任意,,,,,,,,晴,230,室内柔光,35,安静,耳机,wifi,,,,,,118,无,胎教,图书馆,0.693,False,,图书馆/专注/阅读,图书馆,1,0.77,周三 晚上 20:34，地点类型=商场，运动状态=任意，心率=任意，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,图书馆,1,noisy_mapping,0.35,0,0,missing,0,medium
s00306,user_14,22,女性,女性,情绪和身体舒缓,2026-05-06,01:52,1,周三,工作日,凌晨,住宅区,任意,静息,70,稳定,465,一般,,16,,多云,48,暗光,39,安静,家用音响,wifi,,,,,,11635,切歌,,,0.831,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,周三 凌晨 01:52，地点类型=住宅区，运动状态=任意，心率=静息，天气=多云，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,0,1,available,1,rich
s00223,user_08,27,男性,母婴用户,家庭睡眠照护,2026-05-01,17:29,17,周五,工作日,下午,酒店,任意,稍高,87,波动,,,,,,多云,706,明亮,60,普通,耳机,wifi,,,,,,3739,调低音量,,,0.568,False,,图书馆/专注/阅读,专注,5,0.92,周五 下午 17:29，地点类型=酒店，运动状态=任意，心率=稍高，天气=多云，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,写字楼,1,noisy_mapping,0.35,0,1,available,0,medium
s00019,user_22,22,男性,学生,学习专注,2026-05-01,16:23,16,周五,工作日,下午,公园,静止,任意,,,382,差,11,19,16,晴,270,室内柔光,44,安静,耳机,蜂窝数据（弱）,,,,,,1589,继续播放,,,0.265,False,,放松/减压/深夜EMO,放松,0,0.92,周五 下午 16:23，地点类型=公园，运动状态=静止，心率=任意，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据（弱），信号完整度=rich,0,0,公园,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00193,user_17,27,男性,母婴用户,家庭睡眠照护,2026-04-24,20:44,20,周五,工作日,晚上,住宅区,任意,波动,71,波动,496,差,,10,,晴,43,暗光,28,安静,耳机,wifi,,,,,,5533,发起导航,,,0.491,False,,游戏,游戏,4,0.92,周五 晚上 20:44，地点类型=住宅区，运动状态=任意，心率=波动，天气=晴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,0,1,available,1,rich
s00372,user_05,36,女性,母婴用户,家庭睡眠照护,2026-05-23,21:59,21,周六,周末,晚上,住宅区,慢速,任意,,,,,29,,204,晴,83,室内柔光,33,安静,家用音响,wifi,,,,,,5188,发起导航,,,0.479,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.92,周六 晚上 21:59，地点类型=住宅区，运动状态=慢速，心率=任意，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=medium,0,0,住宅区,1,exact_or_good_mapping,0.85,1,0,missing,0,medium
s00293,user_01,40,男性,养宠物,陪伴和放松,2026-05-20,23:47,23,周三,工作日,深夜,写字楼,静止,任意,,,,,16,,61,多云,41,暗光,39,安静,耳机,wifi,,,,,屏幕熄灭后持续播放,4227,调低音量,,,0.532,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,周三 深夜 23:47，地点类型=写字楼，运动状态=静止，心率=任意，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=屏幕熄灭后持续播放，信号完整度=rich,1,0,酒店,1,noisy_mapping,0.35,1,0,missing,0,rich
s00595,user_24,31,女性,女性,情绪和身体舒缓,2026-04-28,19:45,19,周二,工作日,晚上,公园,任意,任意,,,482,差,,22,,多云,2379,强光,54,普通,耳机,wifi,,,,,,4647,收藏,,,0.854,False,,健身/跑步,跑步,14,0.92,周二 晚上 19:45，地点类型=公园，运动状态=任意，心率=任意，天气=多云，光线=强光，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,公园,1,exact_or_good_mapping,0.85,0,0,missing,1,medium
s00213,user_13,27,女性,女性,情绪和身体舒缓,2026-05-21,16:10,16,周四,工作日,下午,任意,静止,任意,,,263,好,7,13,64,多云,786,明亮,54,普通,耳机,wifi,提交报告,2026-05-21 16:10,酒店,提交报告,,4613,无,,,0.843,False,,图书馆/专注/阅读,专注,5,0.92,周四 下午 16:10，地点类型=任意，运动状态=静止，心率=任意，天气=多云，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，日历=提交报告，信号完整度=rich,0,1,酒店,0,noisy_mapping,0.10,1,0,missing,1,rich
s00264,user_21,21,女性,任意,日常音乐推荐,2026-05-20,11:17,11,周三,工作日,上午,住宅区,任意,任意,,,244,一般,,10,,小雨,1001,明亮,36,安静,家用音响,wifi,读书会,2026-05-20 11:17,公园,读书会,电子书App打开,2241,无,,,0.433,False,,图书馆/专注/阅读,阅读,6,0.92,周三 上午 11:17，地点类型=住宅区，运动状态=任意，心率=任意，天气=小雨，光线=明亮，噪音=安静，蓝牙=家用音响，网络=wifi，日历=读书会，后续事件=电子书App打开，信号完整度=rich,1,1,公园,1,noisy_mapping,0.35,0,0,missing,1,rich
s00691,user_04,21,男性,学生,学习专注,2026-05-14,23:19,23,周四,工作日,深夜,住宅区,静止,任意,,,,,26,,11,小雨,9,暗光,32,安静,耳机,wifi,,,,,,1419,发起导航,,,0.784,False,,放松/减压/深夜EMO,深夜EMO,17,0.92,周四 深夜 23:19，地点类型=住宅区，运动状态=静止，心率=任意，天气=小雨，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,住宅区,1,exact_or_good_mapping,0.85,1,0,missing,0,medium
s00576,user_13,21,男性,任意,日常音乐推荐,2026-05-03,20:07,20,周日,周末,晚上,海边,高速,任意,,,240,好,30,16,2324,晴,7576,强光,68,普通,耳机,蜂窝数据,,,,,,1946,无,,,0.295,False,,健身/跑步,跑步,14,0.92,周日 晚上 20:07，地点类型=海边，运动状态=高速，心率=任意，天气=晴，光线=强光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，信号完整度=rich,0,0,海边,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00433,user_06,33,女性,女性,情绪和身体舒缓,2026-05-07,11:24,11,周四,工作日,上午,住宅区,静止,任意,,,234,好,25,12,73,多云,70,室内柔光,40,安静,耳机,wifi,,,,,,3400,发起导航,,,0.471,False,,人群专属,胎教,10,0.92,周四 上午 11:24，地点类型=住宅区，运动状态=静止，心率=任意，天气=多云，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00126,user_03,24,女性,女性,情绪和身体舒缓,2026-05-10,18:06,18,周日,周末,晚上,在途,静止,任意,,,,,23,,8,小雨,126,室内柔光,88,嘈杂,车载蓝牙,蜂窝数据,会议,2026-05-10 18:06,在途,会议,,3891,继续播放,,,0.851,False,,通勤,通勤,3,0.92,周日 晚上 18:06，地点类型=在途，运动状态=静止，心率=任意，天气=小雨，光线=室内柔光，噪音=嘈杂，蓝牙=车载蓝牙，网络=蜂窝数据，日历=会议，信号完整度=rich,0,1,在途,1,exact_or_good_mapping,0.85,1,0,missing,0,rich
s00523,user_12,19,女性,学生,学习专注,2026-05-19,14:09,14,周二,工作日,下午,餐厅,静止,任意,,,,,25,,57,晴,94,室内柔光,49,普通,耳机,wifi,,,,,,3547,收藏,,,0.653,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,周二 下午 14:09，地点类型=餐厅，运动状态=静止，心率=任意，天气=晴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,写字楼,1,noisy_mapping,0.35,1,0,missing,0,medium
s00287,user_24,25,男性,母婴用户,家庭睡眠照护,2026-04-26,23:33,23,周日,周末,深夜,任意,静止,静息,73,下降,,,12,,50,多云,0,暗光,32,安静,耳机,wifi,,,,,,15871,收藏,,,0.437,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,周日 深夜 23:33，地点类型=任意，运动状态=静止，心率=静息，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,酒店,0,noisy_mapping,0.10,1,1,available,0,medium
s00374,user_24,29,男性,母婴用户,家庭睡眠照护,2026-05-18,22:16,22,周一,工作日,深夜,酒店,静止,任意,,,506,一般,6,22,14,多云,284,室内柔光,39,安静,家用音响,wifi,,,,,,7676,无,,,0.456,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.92,周一 深夜 22:16，地点类型=酒店，运动状态=静止，心率=任意，天气=多云，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=rich,0,0,住宅区,1,noisy_mapping,0.35,1,0,missing,1,rich
s00497,user_19,33,女性,女性,情绪和身体舒缓,2026-05-07,22:16,22,周四,工作日,深夜,酒店,静止,波动,80,稳定,,,18,,57,晴,237,室内柔光,42,安静,家用音响,wifi,,,,,,3331,无,,,0.44,False,,人群专属,经期舒缓,12,0.92,周四 深夜 22:16，地点类型=酒店，运动状态=静止，心率=波动，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=rich,0,0,酒店,1,exact_or_good_mapping,0.85,1,1,available,0,rich
s00314,user_12,35,女性,女性,情绪和身体舒缓,2026-05-12,22:58,22,周二,工作日,深夜,住宅区,静止,任意,,,314,一般,27,19,19,大雪,20,暗光,35,安静,家用音响,蜂窝数据,,,,,,5978,发起导航,,,0.825,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,周二 深夜 22:58，地点类型=住宅区，运动状态=静止，心率=任意，天气=大雪，光线=暗光，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，信号完整度=rich,0,0,酒店,1,noisy_mapping,0.35,1,0,missing,1,rich
s00504,user_13,33,女性,女性,情绪和身体舒缓,2026-05-07,08:24,8,周四,工作日,早晨,酒店,任意,任意,,,318,好,,21,,晴,35,暗光,35,安静,家用音响,wifi,,,,,,2398,无,,,0.293,False,,人群专属,经期舒缓,12,0.92,周四 早晨 08:24，地点类型=酒店，运动状态=任意，心率=任意，天气=晴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=medium,0,0,酒店,1,exact_or_good_mapping,0.85,0,0,missing,1,medium
s00095,user_03,26,女性,母婴用户,家庭睡眠照护,2026-05-21,07:24,7,周四,工作日,早晨,商场,高速,任意,,,,,90,,2155,晴,1104,明亮,85,嘈杂,耳机,蜂窝数据,,,,,,3183,收藏,,,0.668,True,运动类场景但心率未达到高强度,健身/跑步,健身,2,0.74,周四 早晨 07:24，地点类型=商场，运动状态=高速，心率=任意，天气=晴，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=蜂窝数据，信号完整度=medium,0,0,商场,1,exact_or_good_mapping,0.85,1,0,missing,0,medium
s00340,user_10,45,女性,任意,日常音乐推荐,2026-05-16,20:17,20,周六,周末,晚上,住宅区,静止,任意,,,408,好,29,12,15,晴,24,暗光,56,普通,耳机,wifi,,,,,,3122,调低音量,,,0.63,False,,放松/减压/深夜EMO,减压,8,0.92,周六 晚上 20:17，地点类型=住宅区，运动状态=静止，心率=任意，天气=晴，光线=暗光，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00451,user_01,41,女性,养宠物,陪伴和放松,2026-05-06,07:54,7,周三,工作日,早晨,户外,任意,稍高,80,波动,,,,,,晴,333,室内柔光,46,普通,家用音响,wifi,,,,,,2433,继续播放,,,0.858,False,,人群专属,宠物陪伴,11,0.92,周三 早晨 07:54，地点类型=户外，运动状态=任意，心率=稍高，天气=晴，光线=室内柔光，噪音=普通，蓝牙=家用音响，网络=wifi，信号完整度=medium,0,0,户外,1,exact_or_good_mapping,0.85,0,1,available,0,medium
s00209,user_20,26,女性,母婴用户,家庭睡眠照护,2026-05-06,10:03,10,周三,工作日,上午,酒店,任意,任意,,,258,好,,14,,小雨,337,室内柔光,64,普通,耳机,wifi,,,,,,6211,调低音量,,,0.949,False,,图书馆/专注/阅读,专注,5,0.92,周三 上午 10:03，地点类型=酒店，运动状态=任意，心率=任意，天气=小雨，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,写字楼,1,noisy_mapping,0.35,0,0,missing,1,medium
s00519,user_12,37,女性,女性,情绪和身体舒缓,2026-05-02,20:09,20,周六,周末,晚上,酒店,静止,静息,65,上升,,,27,,15,小雨,263,室内柔光,44,安静,耳机,wifi,,,,,,1008,切歌,,,0.469,False,,人群专属,经期舒缓,12,0.92,周六 晚上 20:09，地点类型=酒店，运动状态=静止，心率=静息，天气=小雨，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,酒店,1,exact_or_good_mapping,0.85,1,1,available,0,rich
s00246,user_11,36,女性,养宠物,陪伴和放松,2026-05-09,10:10,10,周六,周末,上午,图书馆,静止,任意,,,,,5,,23,多云,1132,明亮,33,安静,耳机,wifi,,,,,,4014,收藏,,,0.559,False,,图书馆/专注/阅读,阅读,6,0.87,周六 上午 10:10，地点类型=图书馆，运动状态=静止，心率=任意，天气=多云，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,图书馆,1,exact_or_good_mapping,0.85,1,0,missing,0,medium
s00053,user_21,29,女性,母婴用户,家庭睡眠照护,2026-05-22,20:01,20,周五,工作日,晚上,写字楼,任意,静息,61,下降,247,差,,11,,多云,605,明亮,38,安静,耳机,蜂窝数据,,,,,,4730,无,,,0.756,False,,图书馆/专注/阅读,图书馆,1,0.87,周五 晚上 20:01，地点类型=写字楼，运动状态=任意，心率=静息，天气=多云，光线=明亮，噪音=安静，蓝牙=耳机，网络=蜂窝数据，信号完整度=rich,0,0,图书馆,1,noisy_mapping,0.35,0,1,available,1,rich
s00170,user_09,25,女性,女性,情绪和身体舒缓,2026-05-22,14:15,14,周五,工作日,下午,商场,任意,波动,106,稳定,458,一般,,19,,晴,39,暗光,32,安静,耳机,wifi,,,,,,2263,切歌,,,0.297,False,,游戏,游戏,4,0.92,周五 下午 14:15，地点类型=商场，运动状态=任意，心率=波动，天气=晴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,住宅区,1,noisy_mapping,0.35,0,1,available,1,rich
s00152,user_02,43,男性,任意,日常音乐推荐,2026-05-04,08:39,8,周一,工作日,早晨,在途,中速,任意,,,,,20,,737,晴,126,室内柔光,49,普通,车载蓝牙,蜂窝数据,,,,,,2837,切歌,,,0.552,False,,通勤,通勤,3,0.92,周一 早晨 08:39，地点类型=在途，运动状态=中速，心率=任意，天气=晴，光线=室内柔光，噪音=普通，蓝牙=车载蓝牙，网络=蜂窝数据，信号完整度=medium,0,0,在途,1,exact_or_good_mapping,0.85,1,0,missing,0,medium
s00559,user_06,28,女性,母婴用户,家庭睡眠照护,2026-04-23,14:52,14,周四,工作日,下午,住宅区,静止,任意,,,412,好,13,10,31,晴,1,暗光,43,安静,耳机,wifi,,,,,,2050,调低音量,,,0.577,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,周四 下午 14:52，地点类型=住宅区，运动状态=静止，心率=任意，天气=晴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,酒店,1,noisy_mapping,0.35,1,0,missing,1,rich
s00196,user_14,38,女性,任意,日常音乐推荐,2026-04-24,22:04,22,周五,工作日,深夜,酒店,静止,稍高,107,波动,394,好,1,14,12,小雨,18,暗光,59,普通,耳机,蜂窝数据,,,,,,5051,调低音量,,,0.334,False,,游戏,游戏,4,0.92,周五 深夜 22:04，地点类型=酒店，运动状态=静止，心率=稍高，天气=小雨，光线=暗光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，信号完整度=rich,0,0,酒店,1,exact_or_good_mapping,0.85,1,1,available,1,rich
s00248,user_15,34,女性,女性,情绪和身体舒缓,2026-04-26,22:42,22,周日,周末,深夜,户外,任意,任意,,,483,好,,17,,多云,1025,明亮,43,安静,耳机,wifi,,,,,,4547,发起导航,,,0.708,False,,图书馆/专注/阅读,阅读,6,0.92,周日 深夜 22:42，地点类型=户外，运动状态=任意，心率=任意，天气=多云，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,公园,1,noisy_mapping,0.35,0,0,missing,1,medium
s00606,user_18,42,女性,养宠物,陪伴和放松,2026-05-01,07:53,7,周五,工作日,早晨,酒店,静止,任意,,,374,差,62,17,31,晴,269,室内柔光,37,安静,耳机,wifi,,,,,,3920,调低音量,,,0.541,False,,瑜伽/冥想,瑜伽,15,0.92,周五 早晨 07:53，地点类型=酒店，运动状态=静止，心率=任意，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,住宅区,1,noisy_mapping,0.35,1,0,missing,1,rich
s00654,user_09,42,女性,养宠物,陪伴和放松,2026-05-03,22:30,22,周日,周末,深夜,住宅区,静止,静息,54,下降,,,33,,25,小雨,46,暗光,33,安静,家用音响,wifi,,,,,,1767,无,,,0.767,False,,瑜伽/冥想,冥想,16,0.92,周日 深夜 22:30，地点类型=住宅区，运动状态=静止，心率=静息，天气=小雨，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,1,1,available,0,rich
s00629,user_15,35,女性,女性,情绪和身体舒缓,2026-05-23,20:19,20,周六,周末,晚上,住宅区,任意,稍高,107,波动,,,,,,小雨,243,室内柔光,34,安静,耳机,蜂窝数据,,,,,,2665,切歌,,,0.455,False,,瑜伽/冥想,瑜伽,15,0.92,周六 晚上 20:19，地点类型=住宅区，运动状态=任意，心率=稍高，天气=小雨，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，信号完整度=medium,0,0,住宅区,1,exact_or_good_mapping,0.85,0,1,available,0,medium
s00619,user_23,29,女性,女性,情绪和身体舒缓,2026-05-15,07:37,7,周五,工作日,早晨,餐厅,任意,任意,,,,,,,,多云,1172,明亮,35,安静,家用音响,wifi,,,,,,2799,无,,,0.327,False,,瑜伽/冥想,瑜伽,15,0.92,周五 早晨 07:37，地点类型=餐厅，运动状态=任意，心率=任意，天气=多云，光线=明亮，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=medium,0,0,住宅区,1,noisy_mapping,0.35,0,0,missing,0,medium
s00024,user_13,34,男性,养宠物,陪伴和放松,2026-04-26,15:56,15,周日,周末,下午,住宅区,静止,任意,,,545,一般,10,11,7,小雨,32,暗光,54,普通,家用音响,wifi,,,,,,490,无,,,0.523,False,,放松/减压/深夜EMO,放松,0,0.92,周日 下午 15:56，地点类型=住宅区，运动状态=静止，心率=任意，天气=小雨，光线=暗光，噪音=普通，蓝牙=家用音响，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00300,user_04,31,女性,女性,情绪和身体舒缓,2026-05-09,22:08,22,周六,周末,深夜,酒店,静止,任意,,,456,好,25,18,50,小雨,39,暗光,32,安静,家用音响,蜂窝数据,,,,,,27415,发起导航,,,0.64,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,周六 深夜 22:08，地点类型=酒店，运动状态=静止，心率=任意，天气=小雨，光线=暗光，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，信号完整度=rich,0,0,酒店,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00241,user_20,25,女性,女性,情绪和身体舒缓,2026-05-19,10:13,10,周二,工作日,上午,住宅区,静止,静息,70,稳定,,,26,,2,多云,267,室内柔光,37,安静,耳机,wifi,,,,,,3573,发起导航,,,0.691,False,,图书馆/专注/阅读,阅读,6,0.92,周二 上午 10:13，地点类型=住宅区，运动状态=静止，心率=静息，天气=多云，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,酒店,1,noisy_mapping,0.35,1,1,available,0,rich
